word,class,level,translation
genocide,noun,c1,геноцид
genre,noun,b2,жанр
gentle,adjective,b1,нежный
gentleman,noun,b1,джентльмен
genuine,adjective,b2,подлинный
genuinely,adverb,b2,искренне
geography,noun,a1,География
gesture,noun,b2,жест
get,verb,a1,получать
ghost,noun,b1,призрак
giant,adjective,b1,гигант
gift,noun,a2,подарок
gig,noun,b2,концерт
girl,noun,a1,девочка
girlfriend,noun,a1,подруга
give,verb,a1,давать
glad,adjective,b1,радостный
glance,noun,c1,взглянуть мельком
glass,noun,a1,стекло
glimpse,noun,c1,случайно заметить
global,adjective,b1,глобальный
globalization,noun,b2,глобализация
globe,noun,b2,глобус
glorious,adjective,c1,славный
glory,noun,c1,слава
glove,noun,b1,перчатка
go,noun,b1,идти
goal,noun,a2,цель
god,noun,a2,бог
gold,adjective,a2,золото
golden,adjective,b2,золотой
golf,noun,a2,гольф
good,adjective,a1,хороший
goodbye,exclamation,a1,до свидания
goodness,noun,b2,добро
goods,noun,b1,товары
gorgeous,adjective,b2,великолепный
govern,verb,b2,управляющий
governance,noun,c1,управление
government,noun,a2,правительство
governor,noun,b2,губернатор
grab,verb,b2,схватить
grace,noun,c1,милость
grade,noun,b1,оценка
gradually,adverb,b2,постепенно
graduate,noun,b1,выпускник
grain,noun,b1,зерно
grand,adjective,b2,гранд
grandfather,noun,a1,дедушка
grandmother,noun,a1,бабушка
grandparent,noun,a1,бабушка
grant,noun,b2,грант
graphic,adjective,b2,графический
graphics,noun,b2,графика
grasp,noun,c1,понять
grass,noun,a2,трава
grateful,adjective,b1,благодарный
grave,adjective,c1,могила
gravity,noun,c1,гравитация
great,adjective,a1,большой
greatly,adverb,b2,очень
green,adjective,a1,зеленый
greenhouse,noun,b2,теплица
greet,verb,a2,приветствовать
grey,adjective,a1,серый
grid,noun,c1,сетка
grief,noun,c1,горе
grin,noun,c1,ухмылка
grind,verb,c1,молоть
grip,noun,c1,схватить
grocery,noun,b2,бакалея
gross,adjective,c1,валовой
ground,noun,a2,земля
group,noun,a1,группа
grow,verb,a1,расти
growth,noun,b1,рост
guarantee,noun,b2,гарантия
guard,noun,b1,сторожить
guerrilla,noun,c1,партизан
guess,noun,a1,предполагать
guest,noun,a2,гость
guidance,noun,c1,руководство
guide,noun,a2,гид
guideline,noun,b2,Руководство
guilt,noun,c1,вина
guilty,adjective,b1,виновный
guitar,noun,a1,гитара
gun,noun,a2,пистолет
gut,noun,c1,кишечник
guy,noun,a2,парень
gym,noun,a1,спортзал
habit,noun,a2,привычка
habitat,noun,b2,среда обитания
hail,verb,c1,град
hair,noun,a1,волосы
half,adverb,a2,половина
halfway,adverb,c1,наполовину
hall,noun,a2,зал
halt,noun,c1,остановка
hand,noun,a1,рука
handful,noun,c1,горстка
handle,noun,b2,ручка
handling,noun,c1,умение обращаться
handy,adjective,c1,удобно
hang,verb,b1,вешать
happen,verb,a1,случаться
happily,adverb,a2,К счастью
happiness,noun,b1,счастье
happy,adjective,a1,счастливый
harassment,noun,c1,домогательство
harbour,noun,b2,гавань
hard,adjective,a1,жесткий
hardly,adverb,b1,едва ли
hardware,noun,c1,аппаратное обеспечение
harm,noun,b2,вред
harmful,adjective,b2,вредный
harmony,noun,c1,гармония
harsh,adjective,c1,жесткий
harvest,noun,c1,урожай
hat,noun,a1,шляп
hate,noun,b1,ненавидеть
hatred,noun,c1,ненависть
haunt,verb,c1,преследовать
have,verb,a1,иметь
have to,modal verb,a1,придется
hazard,noun,c1,опасность
he,pronoun,a1,он
head,noun,a1,голова
headache,noun,a2,головная боль
headline,noun,b1,заголовок
headquarters,noun,b2,штаб -квартира
heal,verb,b2,лечить
health,noun,a1,здоровье
healthcare,noun,b2,здравоохранение
healthy,adjective,a1,здоровый
hear,verb,a1,слышать
hearing,noun,b2,слушание
heart,noun,a2,сердце
heat,noun,a2,нагревать
heating,noun,b1,обогрев
heaven,noun,b2,небеса
heavily,adverb,b1,тяжело
heavy,adjective,a2,тяжелый
heel,noun,b2,каблук
height,noun,a2,высота
heighten,verb,c1,повысить
helicopter,noun,b1,вертолет
hell,noun,b2,ад
hello,exclamation,a1,привет
helmet,noun,b2,шлем
help,noun,a1,помощь
helpful,adjective,a2,полезный
hence,adverb,b2,следовательно
her,determiner,a1,ее
herb,noun,b2,трава
here,adverb,a1,здесь
heritage,noun,c1,наследство
hero,noun,a2,герой
hers,pronoun,a2,ее
herself,pronoun,a2,себя
hesitate,verb,b2,сомневаться
hey,exclamation,a1,привет
hi,exclamation,a1,привет
hidden,adjective,b2,скрытый
hide,verb,a2,скрывать
hierarchy,noun,c1,иерархия
high,adjective,a1,высокий
high-profile,adjective,c1,громкий
highlight,noun,b1,выделять
highly,adverb,b1,высоко
highway,noun,b2,шоссе
hilarious,adjective,b2,веселый
hill,noun,a2,холм
him,pronoun,a1,ему
himself,pronoun,a2,сам
hint,noun,c1,намекать
hip,noun,b2,бедро
hire,noun,b2,нанимать
his,determiner,a1,его
historian,noun,b2,историк
historic,adjective,b1,исторический
historical,adjective,b1,исторический
history,noun,a1,история
hit,noun,a2,ударять
hobby,noun,a1,хобби
hockey,noun,a2,хоккей
hold,noun,b2,держать
hole,noun,a2,дыра
holiday,noun,a1,праздничный день
hollow,adjective,b2,пустой
holy,adjective,b2,Святой
home,adjective,a2,дом
homeland,noun,c1,родина
homeless,adjective,b2,бездомный
homework,noun,a1,домашнее задание
honest,adjective,b1,честный
honesty,noun,b2,честность
honour,noun,b2,честь
hook,noun,b2,крюк
hope,noun,a2,надеяться
hopeful,adjective,c1,надежда
hopefully,adverb,b2,с надеждой
horizon,noun,c1,горизонт
horn,noun,c1,рог
horrible,adjective,b1,ужасный
horror,noun,b1,ужас
horse,noun,a1,лошадь
hospital,noun,a1,больница
host,noun,b1,хозяин
hostage,noun,c1,заложник
hostile,adjective,c1,враждебный
hostility,noun,c1,враждебность
hot,adjective,a1,горячий
hotel,noun,a1,отель
hour,noun,a1,час
house,noun,a1,дом
household,noun,b2,семья
housing,noun,b2,жилье
how,adverb,a1,как
however,adverb,a1,однако
huge,adjective,a2,огромный
human,adjective,a2,человек
humanitarian,adjective,c1,гуманитарный
humanity,noun,c1,человечество
humble,adjective,c1,скромный
humorous,adjective,b2,юмористический
humour,noun,b2,юмор
hundred,number,a1,сто
hunger,noun,b2,голод
hungry,adjective,a1,голодный
hunt,noun,b2,охотиться
hunting,noun,b2,охота
hurricane,noun,b1,ураган
hurry,noun,b1,торопиться
hurt,adjective,a2,повредить
husband,noun,a1,муж
hydrogen,noun,c1,водород
hypothesis,noun,b2,гипотеза
I,pronoun,a1,я
ice,noun,a1,лед
ice cream,noun,a1,мороженое
icon,noun,b2,икона
ID,noun,b2,ИДЕНТИФИКАТОР
idea,noun,a1,идея
ideal,adjective,a2,идеал
identical,adjective,b2,идентичный
identification,noun,c1,идентификация
identify,verb,a2,идентифицировать
identity,noun,b1,личность
ideological,adjective,c1,идеологический
ideology,noun,c1,Идеология
idiot,noun,c1,идиот
if,conjunction,a1,если
ignorance,noun,c1,невежество
ignore,verb,b1,игнорировать
ill,adjective,a2,больной
illegal,adjective,b1,незаконно
illness,noun,a2,болезнь
illusion,noun,b2,иллюзия
illustrate,verb,b2,иллюстрировать
illustration,noun,b2,иллюстрация
image,noun,a2,изображение
imagery,noun,c1,образы
imaginary,adjective,b1,воображаемый
imagination,noun,b2,воображение
imagine,verb,a1,представлять себе
immediate,adjective,b1,немедленный
immediately,adverb,a2,немедленно
immense,adjective,c1,огромный
immigrant,noun,b1,иммигрант
immigration,noun,b2,иммиграция
imminent,adjective,c1,неизбежный
immune,adjective,b2,Иммун
impact,noun,b1,влияние
impatient,adjective,b2,нетерпеливый
implement,verb,b2,осуществлять
implementation,noun,c1,выполнение
implication,noun,b2,импликация
imply,verb,b2,подразумевать
import,noun,b1,импорт
importance,noun,b1,значение
important,adjective,a1,важный
impose,verb,b2,навязывать
impossible,adjective,a2,невозможный
impress,verb,b2,впечатление
impressed,adjective,b2,впечатленный
impression,noun,b1,впечатление
impressive,adjective,b1,впечатляющий
imprison,verb,c1,тюремное заключение
imprisonment,noun,c1,тюремное заключение
improve,verb,a1,улучшать
improvement,noun,b1,улучшение
in,adverb,a1,в
inability,noun,c1,неспособность
inadequate,adjective,c1,неадекватный
inappropriate,adjective,c1,неприличный
incentive,noun,b2,стимул
inch,noun,b2,дюйм
incidence,noun,c1,частота
incident,noun,b2,инцидент
inclined,adjective,c1,наклонен
include,verb,a1,включать
included,adjective,a2,Включен
including,preposition,a2,включая
inclusion,noun,c1,включение
income,noun,b2,доход
incorporate,verb,b2,включить
incorrect,adjective,b2,неверный
increase,noun,a2,увеличивать
increasingly,adverb,b2,все чаще
incredible,adjective,a2,невероятный
incredibly,adverb,b1,Невероятно
incur,verb,c1,нести
indeed,adverb,b1,действительно
independence,noun,b2,Независимость
independent,adjective,a2,независимый
index,noun,b2,индекс
indicate,verb,b1,указывать
indication,noun,b2,Индикация
indicator,noun,c1,индикатор
indictment,noun,c1,обвинительный акт
indigenous,adjective,c1,местный
indirect,adjective,b1,косвенный
individual,adjective,a2,индивидуальный
indoor,adjective,b1,в помещении
indoors,adverb,b1,в помещении
induce,verb,c1,придумать
indulge,verb,c1,предаваться
industrial,adjective,b2,промышленное
industry,noun,a2,промышленность
inequality,noun,c1,неравенство
inevitable,adjective,b2,неизбежный
inevitably,adverb,b2,неизбежно
infamous,adjective,c1,печально известный
infant,noun,c1,младенец
infect,verb,c1,инфекция
infection,noun,b2,инфекция
infer,verb,b2,вывод
inflation,noun,b2,инфляция
inflict,verb,c1,наносить
influence,noun,b1,влияние
influential,adjective,c1,влиятельный
info,noun,b2,информация
inform,verb,b2,информировать
informal,adjective,a2,неофициальный
information,noun,a1,информация
infrastructure,noun,b2,инфраструктура
ingredient,noun,b1,ингредиент
inhabitant,noun,b2,житель
inherent,adjective,c1,присущий
inherit,verb,b2,наследовать
inhibit,verb,c1,препятствовать
initial,adjective,b2,исходный
initially,adverb,b2,изначально
initiate,verb,c1,инициат
initiative,noun,b2,инициатива
inject,verb,c1,внедрять
injection,noun,c1,инъекция
injure,verb,b1,травмирование
injured,adjective,b1,раненый
injury,noun,a2,рана
injustice,noun,c1,несправедливость
ink,noun,b2,чернила
inmate,noun,c1,заключенный
inner,adjective,b2,внутренний
innocent,adjective,b1,невиновный
innovation,noun,b2,инновации
innovative,adjective,b2,инновационный
input,noun,b2,вход
inquiry,noun,b2,расследование
insect,noun,a2,насекомое
insert,verb,b2,вставлять
insertion,noun,c1,вставка
inside,adjective,a2,внутри
insider,noun,c1,инсайдер
insight,noun,b2,понимание
insist,verb,b2,настаивать
inspect,verb,c1,осмотреть
inspection,noun,c1,осмотр
inspector,noun,b2,инспектор
inspiration,noun,c1,вдохновение
inspire,verb,b2,вдохновлять
install,verb,b2,установить
installation,noun,b2,установка
instance,noun,b2,пример
instant,adjective,b2,мгновенный
instantly,adverb,b2,немедленно
instead,adverb,a2,вместо
instinct,noun,c1,инстинкт
institute,noun,b2,институт
institution,noun,b2,учреждение
institutional,adjective,c1,институциональный
instruct,verb,c1,инструктировать
instruction,noun,a2,инструкция
instructor,noun,a2,инструктор
instrument,noun,a2,инструмент
instrumental,adjective,c1,инструментальный
insufficient,adjective,c1,недостаточный
insult,noun,c1,оскорблять
insurance,noun,b2,страхование
intact,adjective,c1,нетронутый
intake,noun,c1,поглощение
integral,adjective,c1,интеграл
integrate,verb,b2,интегрировать
integrated,adjective,c1,интегрированный
integration,noun,c1,интеграция
integrity,noun,c1,честность
intellectual,adjective,b2,интеллектуал
intelligence,noun,b1,интеллект
intelligent,adjective,a2,разумный
intend,verb,b1,намереваться
intended,adjective,b2,намеревался
intense,adjective,b2,интенсивный
intensify,verb,c1,интенсивность
intensity,noun,c1,интенсивность
intensive,adjective,c1,интенсивный
intent,noun,c1,намерение
intention,noun,b1,намерение
interact,verb,b2,взаимодействовать
interaction,noun,b2,взаимодействие
interactive,adjective,c1,интерактивный
interest,noun,a1,интерес
interested,adjective,a1,заинтересован
interesting,adjective,a1,интересный
interface,noun,c1,интерфейс
interfere,verb,c1,вмешиваться
interference,noun,c1,вмешательство
interim,adjective,c1,промежуточный
interior,adjective,c1,интерьер
intermediate,adjective,c1,средний
internal,adjective,b2,внутренний
international,adjective,a2,Международный
internet,noun,a1,Интернет
interpret,verb,b2,интерпретация
interpretation,noun,b2,интерпретация
interrupt,verb,b2,прерывать
interval,noun,b2,интервал
intervene,verb,c1,вмешиваться
intervention,noun,c1,вмешательство
interview,noun,a1,интервью
intimate,adjective,c1,интимный
into,preposition,a1,в
intriguing,adjective,c1,интригующий
introduce,verb,a1,представлять
introduction,noun,a2,введение
invade,verb,b2,вторгаться
invasion,noun,b2,вторжение
invent,verb,a2,изобретать
invention,noun,a2,изобретение
invest,verb,b1,инвестировать
investigate,verb,b1,расследовать
investigation,noun,b2,расследование
investigator,noun,c1,следователь
investment,noun,b2,инвестиции
investor,noun,b2,инвестор
invisible,adjective,c1,невидимый
invitation,noun,a2,приглашение
invite,verb,a2,приглашать
invoke,verb,c1,вызовы
involve,verb,a2,вовлекать
involved,adjective,b1,вовлеченный
involvement,noun,c1,участие
iron,noun,b1,железо
ironic,adjective,c1,ирония
ironically,adverb,c1,по иронии судьбы
irony,noun,c1,ирония
irrelevant,adjective,c1,не имеющий отношения
island,noun,a1,остров
isolate,verb,b2,изолят
isolated,adjective,b2,изолирован
isolation,noun,c1,изоляция
issue,noun,b1,проблема
IT,noun,b1,ЭТО
it,pronoun,a1,это
item,noun,a2,элемент
its,determiner,a1,его
itself,pronoun,a2,сам
jacket,noun,a1,куртка
jail,noun,b2,тюрьма
jam,noun,a2,варень
January,noun,a1,Январь
jazz,noun,a2,джаз
jeans,noun,a1,джинсы
jet,noun,b2,самолет
jewellery,noun,a2,ювелирные изделия
job,noun,a1,работа
join,verb,a1,присоединиться
joint,adjective,b2,соединение
joke,noun,a2,шутить
journal,noun,b1,журнал
journalism,noun,b2,журналистика
journalist,noun,a2,журналист
journey,noun,a1,путешествие
joy,noun,b2,радость
judge,noun,b1,судить
judgement,noun,b2,суждение
judicial,adjective,c1,судебный
juice,noun,a1,сок
July,noun,a1,Июль
jump,noun,a2,прыгать
junction,noun,c1,перекресток
June,noun,a1,Июнь
junior,adjective,b2,младший
jurisdiction,noun,c1,юрисдикция
jury,noun,b2,жюри
just,adjective,c1,только
justice,noun,b2,справедливость
justification,noun,c1,оправдание
justify,verb,b2,оправдывать
keen,adjective,b1,увлеченный
keep,verb,a1,держать
key,adjective,a1,ключ
keyboard,noun,b1,клавиатура
kick,noun,b1,пинать
kid,noun,a2,ребенок
kidnap,verb,c1,похищение
kidney,noun,c1,почка
kill,verb,a2,убийство
killing,noun,b1,убийство
kilometre,noun,a1,километр
kind,adjective,b1,добрый
king,noun,a2,король
kingdom,noun,c1,королевство
kiss,noun,b1,целовать
kit,noun,b2,набор
kitchen,noun,a1,кухня
knee,noun,a2,колено
knife,noun,a2,нож
knock,noun,b1,поступить
know,verb,a1,знать
knowledge,noun,a2,знание
lab,noun,a2,лаборатория
label,noun,b1,этикетка
laboratory,noun,b1,лаборатория
labour,noun,b2,труд
lack,noun,b1,недостаток
lad,noun,c1,парня
ladder,noun,b2,лестница
lady,noun,a2,леди
lake,noun,a2,озеро
lamp,noun,a2,лампа
land,noun,a1,земля
landing,noun,b2,посадка
landlord,noun,c1,арендодатель
landmark,noun,c1,достопримечательность
landscape,noun,b2,пейзаж
lane,noun,b2,переулок
language,noun,a1,язык
lap,noun,c1,колени
laptop,noun,a2,ноутбук
large,adjective,a1,большой
large-scale,adjective,c1,крупномасштабный
largely,adverb,b2,в значительной степени
laser,noun,c1,лазер
last,adverb,a2,последний
late,adjective,a1,поздно
lately,adverb,b2,недавно
later,adjective,a2,позже
latest,adjective,b1,последний
latter,adjective,c1,последний
laugh,noun,a1,смех
laughter,noun,a2,смех
launch,noun,b2,запуск
law,noun,a2,закон
lawn,noun,c1,лужайка
lawsuit,noun,c1,иск
lawyer,noun,a2,адвокат
lay,verb,b1,класть
layer,noun,b1,слой
layout,noun,c1,макет
lazy,adjective,a2,ленивый
lead,noun,b1,вести
leader,noun,a2,лидер
leadership,noun,b2,лидерство
leading,adjective,b1,ведущий
leaf,noun,b1,лист
leaflet,noun,b2,листовка
league,noun,b2,лига
leak,noun,c1,утечка
lean,verb,b2,наклонять
leap,noun,c1,прыгнуть
learn,verb,a1,учиться
learning,noun,a2,обучение
least,adverb,a2,наименее
leather,noun,b1,кожа
leave,noun,b2,оставлять
lecture,noun,a2,лекция
left,adjective,a1,левый
leg,noun,a1,нога
legacy,noun,c1,наследие
legal,adjective,b1,юридический
legend,noun,b2,легенда
legendary,adjective,c1,Легендарный
legislation,noun,c1,законодательство
legislative,adjective,c1,законодательный
legislature,noun,c1,законодательный орган
legitimate,adjective,c1,законно
leisure,noun,b1,досуг
lemon,noun,a2,лимон
lend,verb,a2,одалживать
length,noun,b1,длина
lengthy,adjective,c1,длинный
lens,noun,b2,объектив
lesbian,adjective,c1,лесбиянка
less,adverb,a2,меньше
lesser,adjective,c1,меньший
lesson,noun,a1,урок
let,verb,a1,позволять
lethal,adjective,c1,смертоносный
letter,noun,a1,письмо
level,adjective,b1,уровень
liable,adjective,c1,ответственный
liberal,adjective,c1,либеральный
liberation,noun,c1,освобождение
liberty,noun,c1,свобода
library,noun,a1,библиотека
licence,noun,b2,лицензия
license,verb,c1,лицензия
lie,noun,b1,ложь
life,noun,a1,жизнь
lifelong,adjective,c1,на всю жизнь
lifestyle,noun,a2,образ жизни
lifetime,noun,b2,продолжительность жизни
lift,noun,a2,поднимать
light,adjective,a1,свет
lighting,noun,b2,освещение
like,noun,b1,нравиться
likelihood,noun,c1,вероятность
likely,adjective,a2,вероятный
likewise,adverb,b2,так же
limb,noun,c1,конечность
limit,noun,b1,предел
limitation,noun,b2,ограничение
limited,adjective,b2,ограничен
line,noun,a1,линия
line-up,noun,c1,расстановка
linear,adjective,c1,линейный
linger,verb,c1,задерживаться
link,noun,a2,связь
lion,noun,a1,лев
lip,noun,b1,губа
liquid,adjective,b1,жидкость
list,noun,a1,список
listen,verb,a1,слушать
listener,noun,a2,слушатель
listing,noun,c1,Список
literacy,noun,c1,грамотность
literally,adverb,b2,буквально
literary,adjective,b2,литературный
literature,noun,b1,литература
litre,noun,b2,литр
litter,noun,b2,мусор
little,adjective,a1,маленький
live,adjective,b1,жить
lively,adjective,b2,живой
liver,noun,c1,печень
living,adjective,b1,жизнь
load,noun,b2,нагрузка
loan,noun,b2,заем
lobby,noun,c1,лобби
local,adjective,a1,местный
locate,verb,b1,найти
located,adjective,b1,расположенный
location,noun,b1,расположение
lock,noun,a2,замок
log,noun,c1,бревно
logic,noun,c1,логика
logical,adjective,b2,логичный
logo,noun,b2,логотип
lonely,adjective,b1,одинокий
long,adjective,a1,длинный
long-standing,adjective,c1,давний
long-term,adjective,b2,долгосрочный
long-time,adjective,c1,много времени
look,noun,a2,смотреть
loom,verb,c1,ткацкий станок
loop,noun,c1,петля
loose,adjective,b2,свободный
lord,noun,b2,господин
lorry,noun,a2,грузовик
lose,verb,a1,терять
loss,noun,b1,потеря
lost,adjective,a2,потерянный
lot,adverb,a1,много
lottery,noun,b2,лотерея
loud,adjective,a2,громкий
loudly,adverb,a2,громко
love,noun,a1,любовь
lovely,adjective,a2,прекрасный
low,adjective,a2,низкий
lower,verb,b2,ниже
loyal,adjective,b2,лояльный
loyalty,noun,c1,верность
luck,noun,a2,удача
lucky,adjective,a2,удачливый
lunch,noun,a1,обед
lung,noun,b2,легкое
luxury,adjective,b1,роскошь
lyric,noun,b2,лирик
machine,noun,a1,машина
machinery,noun,c1,машины
mad,adjective,b1,безумный
magazine,noun,a1,журнал
magic,adjective,b1,магия
magical,adjective,c1,магический
magistrate,noun,c1,магистрат
magnetic,adjective,c1,магнитный
magnificent,adjective,b2,великолепный
magnitude,noun,c1,величина
mail,noun,a2,почта
main,adjective,a1,основной
mainland,noun,c1,материк
mainly,adverb,b1,в основном
mainstream,adjective,c1,мейнстрим
maintain,verb,b2,поддерживать
maintenance,noun,c1,обслуживание
major,adjective,a2,главный
majority,noun,b2,большинство
make,noun,b2,делать
make-up,noun,b2,составить
making,noun,b2,изготовление
male,adjective,a2,мужской
mall,noun,b1,торговый центр
man,noun,a1,мужчина
manage,verb,a2,управлять
management,noun,b1,управление
manager,noun,a2,менеджер
mandate,noun,c1,мандат
mandatory,adjective,c1,обязательный
manifest,verb,c1,манифест
manipulate,verb,c1,манипулировать
manipulation,noun,c1,манипуляция
manner,noun,a2,манера
manufacture,verb,b2,производство
manufacturing,noun,b2,Производство
manuscript,noun,c1,рукопись
many,determiner,a1,много
map,noun,a1,карта
marathon,noun,b2,марафон
March,noun,a1,Маршировать
march,noun,c1,маршировать
margin,noun,b2,допуск
marginal,adjective,c1,маргинальный
marine,adjective,c1,морской пехотинец
mark,noun,a2,отметка
marker,noun,b2,маркер
market,noun,a1,рынок
marketing,noun,b1,маркетинг
marketplace,noun,c1,рынок
marriage,noun,b1,свадьба
married,adjective,a1,женатый
marry,verb,a2,жениться
martial,adjective,b2,боевой
mask,noun,c1,маска
mass,adjective,b2,масса
massacre,noun,c1,резня
massive,adjective,b2,массивный
master,noun,b2,владелец
match,noun,a1,соответствовать
matching,adjective,b2,соответствующий
mate,noun,b2,приятель
material,adjective,b2,материал
mathematical,adjective,c1,математический
mathematics,noun,a2,Математика
maths,noun,a2,математика
matter,noun,a2,иметь значение
mature,adjective,c1,зрелый
maximize,verb,c1,максимизировать
maximum,adjective,b2,максимум
May,noun,a1,Может
may,modal verb,a2,может
maybe,adverb,a1,может быть
mayor,noun,b2,мэр
me,pronoun,a1,мне
meal,noun,a1,еда
mean,verb,a1,иметь в виду
meaning,noun,a1,значение
meaningful,adjective,c1,значимый
means,noun,b2,означает
meantime,noun,c1,тем временем
meanwhile,adverb,b1,тем временем
measure,noun,b1,мера
measurement,noun,b2,измерение
meat,noun,a1,мясо
mechanic,noun,b2,механик
mechanical,adjective,b2,механический
mechanism,noun,b2,механизм
medal,noun,b2,медаль
media,noun,a2,СМИ
medical,adjective,a2,медицинский
medication,noun,b2,медикамент
medicine,noun,a2,лекарство
medieval,adjective,c1,Средневековый
meditation,noun,c1,медитация
medium,adjective,b1,середина
meet,verb,a1,встретиться
meeting,noun,a1,встреча
melody,noun,c1,мелодия
melt,verb,b2,таять
member,noun,a1,член
membership,noun,b2,членство
memo,noun,c1,меморандум
memoir,noun,c1,мемуар
memorable,adjective,b2,запоминающийся
memorial,noun,c1,мемориал
memory,noun,a2,память
mental,adjective,b1,психиатрический
mention,noun,b1,упомянуть
mentor,noun,c1,наставник
menu,noun,a1,меню
merchant,noun,c1,торговец
mercy,noun,c1,милосердие
mere,adjective,c1,просто
merely,adverb,c1,просто
merge,verb,c1,слияние
merger,noun,c1,слияние
merit,noun,c1,заслуга
mess,noun,b1,беспорядок
message,noun,a1,сообщение
metal,noun,a2,металл
metaphor,noun,b2,метафора
method,noun,a2,метод
methodology,noun,c1,Методология
metre,noun,a1,метр
middle,adjective,a2,середина
midnight,noun,a1,полночь
midst,noun,c1,середина
might,modal verb,a2,мощь
migration,noun,c1,миграция
mild,adjective,b1,мягкий
mile,noun,a1,миля
militant,adjective,c1,боевик
military,adjective,b2,военный
militia,noun,c1,милиция
milk,noun,a1,молоко
mill,noun,c1,мельница
million,number,a1,миллион
mind,noun,a2,разум
mine,noun,b1,мой
miner,noun,b2,майнер
mineral,noun,b2,минерал
minimal,adjective,c1,минимальный
minimize,verb,c1,минимизировать
minimum,adjective,b2,минимум
mining,noun,c1,добыча
minister,noun,b2,министр
ministry,noun,c1,министерство
minor,adjective,b2,незначительный
minority,noun,b2,меньшинство
minute,adjective,c1,минута
miracle,noun,c1,чудо
mirror,noun,a2,зеркало
miserable,adjective,b2,убогий
misery,noun,c1,невзгоды
misleading,adjective,c1,вводя в заблуждение
miss,verb,a1,скучать
missile,noun,c1,ракета
missing,adjective,a2,отсутствующий
mission,noun,b2,миссия
mistake,noun,a1,ошибка
mix,noun,b1,смешивание
mixed,adjective,b2,смешанный
mixture,noun,b1,смесь
mob,noun,c1,моб
mobile,adjective,a2,мобильный
mobility,noun,c1,мобильность
mobilize,verb,c1,мобилизовать
mode,noun,b2,режим
model,noun,a1,модель
moderate,adjective,c1,умеренный
modern,adjective,a1,современный
modest,adjective,b2,скромный
modification,noun,c1,модификация
modify,verb,b2,модифицировать
moment,noun,a1,мгновенный
momentum,noun,c1,импульс
Monday,noun,a1,Понедельник
money,noun,a1,деньги
monitor,noun,b2,монитор
monk,noun,c1,монах
monkey,noun,a2,обезьяна
monopoly,noun,c1,монополия
monster,noun,b2,монстр
month,noun,a1,месяц
monthly,adjective,b2,ежемесячно
monument,noun,b2,памятник
mood,noun,b1,настроение
moon,noun,a2,луна
moral,adjective,b2,моральный
morality,noun,c1,мораль
more,adverb,a1,более
moreover,adverb,b2,более того
morning,noun,a1,утро
mortgage,noun,b2,ипотека
mosque,noun,b2,мечеть
most,adverb,a1,большинство
mostly,adverb,a2,по большей части
mother,noun,a1,мать
motion,noun,b2,движение
motivate,verb,b2,мотивировать
motivation,noun,b2,мотивация
motive,noun,c1,мотив
motor,adjective,b2,мотор
motorcycle,noun,a2,мотоцикл
motorist,noun,c1,автомобилист
mount,verb,b2,устанавливать
mountain,noun,a1,гора
mouse,noun,a1,мышь
mouth,noun,a1,рот
move,noun,b1,двигаться
movement,noun,a2,движение
movie,noun,a1,фильм
moving,adjective,b2,движущийся
much,adverb,a1,много
mud,noun,b1,грязь
multiple,adjective,b2,несколько
multiply,verb,b2,умножить
mum,noun,a1,мама
municipal,adjective,c1,муниципальный
murder,noun,b1,убийство
muscle,noun,b1,мышца
museum,noun,a1,музей
music,noun,a1,музыка
musical,adjective,a2,мюзикл
musician,noun,a2,музыкант
must,modal verb,a1,должен
mutual,adjective,c1,взаимный
my,determiner,a1,мой
myself,pronoun,a2,сам
mysterious,adjective,b2,загадочный
mystery,noun,b1,тайна
myth,noun,b2,миф
nail,noun,b1,ноготь
naked,adjective,b2,голый
name,noun,a1,имя
namely,adverb,c1,а именно
narrative,adjective,b1,повествование
narrow,adjective,a2,узкий
nasty,adjective,b2,противный
nation,noun,b1,нация
national,adjective,a2,национальный
nationwide,adjective,c1,по всей стране
native,adjective,b1,родной
natural,adjective,a1,естественный
naturally,adverb,b1,естественно
nature,noun,a2,природа
naval,adjective,c1,военно -морской
navigation,noun,b2,навигация
near,adjective,a1,около
nearby,adjective,b2,рядом
nearly,adverb,a2,около
neat,adjective,b2,аккуратный
necessarily,adverb,b1,обязательно
necessary,adjective,a2,необходимый
necessity,noun,b2,необходимость
neck,noun,a2,шея
need,noun,a2,нуждаться
needle,noun,b1,иголка
negative,adjective,a1,отрицательный
neglect,noun,c1,пренебрегать
negotiate,verb,b2,вести переговоры
negotiation,noun,b2,переговоры
neighbour,noun,a1,сосед
neighbourhood,noun,b1,район
neighbouring,adjective,c1,соседний
neither,adverb,b1,ни один
nerve,noun,b2,нерв
nervous,adjective,a2,нервный
nest,noun,c1,гнездо
net,adjective,c1,сеть
network,noun,a2,сеть
neutral,adjective,b2,нейтральный
never,adverb,a1,никогда
nevertheless,adverb,b2,тем не менее
new,adjective,a1,новый
newly,adverb,b2,вновь
news,noun,a1,новости
newsletter,noun,c1,Информационный бюллетень
newspaper,noun,a1,газета
next,adjective,a1,следующий
next to,preposition,a1,рядом с
nice,adjective,a1,хороший
niche,noun,c1,ниша
night,noun,a1,ночь
nightmare,noun,b2,кошмар
nine,number,a1,девять
nineteen,number,a1,девятнадцать
ninety,number,a1,девяносто
no,determiner,a1,нет
no one,pronoun,a1,никто
